8828474	1827024	19.97	85918	bbqchicken
4062962	3508347	20.66	44481	hawaiian
9920170	7391436	16.91	37740	cheese
8381225	2568786	16.84	76485	buffalo
5425736	5246781	18.88	83546	bbqchicken
9853233	8281593	17.19	15459	hawaiian
5338144	141254	16.53	83546	meatlovers
5386434	1749092	21.88	69561	margherita
56264	747682	15.72	12234	bbqchicken
4242781	2579359	15.87	59647	margherita
7425043	4604263	14.82	27909	hawaiian
280315	5532946	14.99	37740	hawaiian
7082547	677438	17.02	15459	pepperoni
3230850	3299573	19.97	41675	buffalo
4527822	5022998	21.47	64195	hawaiian
8218761	471740	14.21	76485	supreme
9615803	126807	21.83	85387	meatlovers
2032071	62320	14.59	77959	sausage
3481252	6466039	16.46	83546	margherita
550740	1178914	19.92	39918	supreme
3103754	9609545	15.57	39918	pepperoni
6461699	755061	19.61	64195	pepperoni
9607921	1086727	14.89	83336	margherita
5991218	4974746	19.08	66956	supreme
2552630	4925286	14.67	69561	sausage
3834686	5119048	20.79	11182	margherita
4380385	2704317	17.4	83336	buffalo
6895898	3316388	18.57	41675	supreme
757374	4384888	19.82	44481	margherita
7934754	4588415	15.05	27909	buffalo
6002125	7975576	20.1	37740	supreme
5705344	3559228	19.18	39918	supreme
5160982	567086	18.12	41675	pepperoni
1566493	7027748	21.71	64195	margherita
9793580	3407662	14.78	39918	cheese
1531084	654630	19.17	59647	hawaiian
659469	5153277	15.78	77959	margherita
2260493	5734717	18.56	76485	hawaiian
5742275	9618815	20.02	85918	sausage
7573989	6550351	16.09	21550	bbqchicken
5204964	2901999	20.69	11182	margherita
8854083	3847461	20.64	43174	bbqchicken
7417452	7507863	17.05	27909	pepperoni
4027928	7039323	15.96	77959	margherita
7725207	6132388	14.95	39918	margherita
8271718	1072439	21.98	39918	hawaiian
5457469	2860997	17.66	83336	sausage
9994907	4075779	15.31	43174	supreme
4462173	897513	16.28	27909	hawaiian
2121277	3300565	20.29	66956	pepperoni
3757876	2437515	15.91	64195	meatlovers
220333	8479728	14.58	27909	buffalo
5502257	4023873	17.26	66956	meatlovers
570418	3149688	19.48	66956	supreme
5484095	2754993	19.12	43174	buffalo
8700519	3230949	14.69	21550	cheese
5464551	983184	19.52	15459	bbqchicken
2391699	7485776	15.91	59647	pepperoni
271313	9298625	17.91	43174	sausage
3130651	6995995	18.52	77959	buffalo
9912901	4784790	17.11	64195	hawaiian
185574	8110953	15.38	85095	buffalo
437317	6282398	16.93	69561	sausage
5873605	2196927	20.86	21550	buffalo
3221663	8833733	20.69	41675	hawaiian
8440604	8866437	16.3	64195	sausage
5558163	2085826	17.28	83336	bbqchicken
2243378	3904367	20.14	27909	margherita
6835294	8072315	17.33	43174	supreme
3765786	6372478	16.53	76485	bbqchicken
2789896	5771747	14.07	77959	hawaiian
5875032	7085505	15.88	15459	pepperoni
1133841	455295	16.57	83546	cheese
9108033	2193397	19.79	39918	supreme
700885	4042167	17.95	77959	bbqchicken
1890538	4646100	21.22	15459	pepperoni
42591	7138640	16.07	37740	buffalo
1723596	8917112	20.29	12234	buffalo
6014962	5263739	20.75	44481	pepperoni
1443378	7877723	20.68	59647	supreme
9323344	9314308	14.84	37740	pepperoni
3172054	4572793	21.75	27909	hawaiian
6903927	3945481	18.37	27909	cheese
4453753	4775857	21.82	21550	hawaiian
9676652	7133460	17.51	85918	meatlovers
2308202	5193615	18.18	39918	meatlovers
8855970	5594879	18.02	43174	sausage
8314906	1822835	17.48	11182	margherita
5647284	1935754	16.12	85387	pepperoni
8077863	4657598	15.25	41675	buffalo
5646161	9653801	16.75	28567	buffalo
9649869	3230261	17.48	69561	cheese
1852623	5719902	14.06	76485	meatlovers
2564854	1332566	20.00	85918	cheese
1237500	840670	21.34	85918	meatlovers
9176789	5591294	20.9	64195	cheese
3407595	3733752	14.44	83546	bbqchicken
5126734	598637	16.02	66956	hawaiian
3585126	693156	19.9	85387	bbqchicken
3833266	651745	17.65	27909	sausage
776915	7420563	14.29	77959	cheese
2822388	4420617	17.3	59647	meatlovers
1603742	9891067	14.56	12234	sausage
5306423	4921485	16.68	66956	bbqchicken
4089724	5037840	15.5	44481	cheese
5844640	7529771	21.61	66956	meatlovers
1446055	9722842	14.96	64195	pepperoni
8452798	9652046	19.28	77959	cheese
4094997	1070155	18.6	76485	hawaiian
8045215	2637712	19.86	37740	supreme
7214760	3262730	15.76	28567	hawaiian
4387995	3287593	21.98	27909	sausage
2375591	993879	18.04	83336	margherita
5608490	3630063	19.85	83546	bbqchicken
4098095	9018659	14.52	41675	sausage
5541066	993634	19.87	59647	supreme
752538	423153	14.94	37740	sausage
9750086	7880325	21.85	21550	supreme
9837729	6315357	15.68	76485	hawaiian
4451787	6214631	21.88	83336	margherita
5908574	8184992	14.28	39918	buffalo
5861878	1817185	21.86	28567	cheese
1926689	9225499	14.25	11182	pepperoni
5487197	7337985	18.68	15459	margherita
9265201	6873610	17.45	28567	margherita
8923462	3289660	17.12	59647	margherita
5651454	4069131	18.76	85095	meatlovers
5665915	667527	20.64	69561	buffalo
803937	3100394	18.99	59647	supreme
175955	3058564	18.91	77959	buffalo
3261077	8252272	21.75	83546	buffalo
466339	4643837	17.61	12234	sausage
6193453	3821797	21.82	77959	bbqchicken
8439826	1926141	18.66	41675	margherita
